,address,city,state,zip
112920,4600 connecticut ave nw  unit: 430,Washington,DC,
246086,838 yuma st se,Washington,DC,
225450,se,Washington,DC,
70793,n st se,Washington,DC,
169483,irving st nw,Washington,DC,
84038,1391 pennsylvania ave se  unit: 215,Washington,DC,
27771,915 e st nw  unit: 413,Washington,DC,
163294,1635 roxanna rd nw,Washington,DC,
246714,0725 brandywine st,Washington,DC,
79390,0906 d st se unit: p9,Washington,DC,
40931,0555 massachusetts av,Washington,DC,
41627,0555 massachusetts av,Washington,DC,
10066,1625 q st nw  unit: 108,Washington,DC,
194077,5806 8th st ne,Washington,DC,
168689,0945  florida ave nw,Washington,DC,
110702,4538 reno rd nw,Washington,DC,
96970,4100 w st nw  unit: 502,Washington,DC,
211691,gault pl ne,Washington,DC,
84239,1391 pennsylvania ave se  unit: 531,Washington,DC,
75753,1109 6th st ne,Washington,DC,
106799,3930 harrison st nw,Washington,DC,
144586,3883 connecticut av,Washington,DC,
33950,0400 8th st nw,Washington,DC,
229850,3956 pennsylvania ave se  unit: 304,Washington,DC,
154928,2627 adams mill rd nw  unit: 405,Washington,DC,
33845,0400 8th st nw,Washington,DC,
243686,10th pl se,Washington,DC,
71461,1st st se,Washington,DC,
250638,h st nw,Washington,DC,
32890,0400 8th st nw,Washington,DC,
7696,1615 new hampshire av,Washington,DC,
66623,h st nw,Washington,DC,
209636,423 18th st ne  unit: 10,Washington,DC,
113234,4700 connecticut ave nw  unit: 400,Washington,DC,
234572,w st se,Washington,DC,
51859,0555 massachusetts av,Washington,DC,
46749,0555 massachusetts av,Washington,DC,
240380,1426 bangor st se,Washington,DC,
188508,126 ingraham st nw,Washington,DC,
64682,2nd st sw,Washington,DC,
100952,4829 butterworth pl nw,Washington,DC,
157267,1981 upshur st nw,Washington,DC,
105451,4000 tunlaw rd nw  unit: 626,Washington,DC,
186820,4213 4th st nw,Washington,DC,
40340,0555 massachusetts av,Washington,DC,
101606,4639 warren st nw,Washington,DC,
17479,temperance ct nw,Washington,DC,
158682,1419 clifton st nw g-12,Washington,DC,
192864,46 buchanan st ne,Washington,DC,
38923,0555 massachusetts av,Washington,DC,
224067,5524 bass pl se,Washington,DC,
220682,dix st ne,Washington,DC,
217491,49th st ne,Washington,DC,
9788,1614 s st nw,Washington,DC,
189813,66 rhode island ave ne,Washington,DC,
81404,1226 maryland ave ne,Washington,DC,
188135,5911 blair rd nw,Washington,DC,
174064,georgia ave nw,Washington,DC,
17971,1210 r st nw p-19,Washington,DC,
221491,5332 east capitol st ne,Washington,DC,
187942,67 underwood pl nw,Washington,DC,
136267,3883 connecticut av,Washington,DC,
77857,7th st se,Washington,DC,
125720,3883 connecticut av,Washington,DC,
250927,h st nw,Washington,DC,
29873,0400 8th st nw,Washington,DC,
123962,3883 connecticut av,Washington,DC,
251887,h st nw,Washington,DC,
86286,se,Washington,DC,
250296,h st nw,Washington,DC,
57414,0555 massachusetts av,Washington,DC,
161843,4702 14th st nw,Washington,DC,
205816,2529 hurston ln ne,Washington,DC,
109087,3601 38th st nw unit: 98,Washington,DC,
133453,3883 connecticut av,Washington,DC,
18074,1203 rhode island ave nw,Washington,DC,
61159,0715 4th st nw,Washington,DC,
81016,0403 12th st se,Washington,DC,
159179,1474 columbia rd nw  unit: 320,Washington,DC,
60612,nw,Washington,DC,
252075,1745 lanier pl nw,Washington,DC,
176269,nw,Washington,DC,
76328,0650 c st ne,Washington,DC,
240762,2472 alabama ave se  unit: a301,Washington,DC,
9987,1615 q st nw  unit: 606,Washington,DC,
26184,h st nw,Washington,DC,
211461,dix st ne,Washington,DC,
181965,4601 8th st nw,Washington,DC,
116060,2902 porter st nw  unit: 12,Washington,DC,
34191,0400 8th st nw,Washington,DC,
9252,17th st nw,Washington,DC,
185524,442 emerson st nw,Washington,DC,
121439,3883 connecticut av,Washington,DC,
162010,5318 colorado ave1/2 nw,Washington,DC,
235222,westover dr se,Washington,DC,
2119,1140 23rd st nw  unit: 209,Washington,DC,
4872,1316 new hampshire ave nw  unit: 507,Washington,DC,
128626,3883 connecticut av,Washington,DC,
26946,h st nw,Washington,DC,
68310,h st nw,Washington,DC,
212900,4219 foote st ne,Washington,DC,
60820,l st nw,Washington,DC,
227159,1411 42nd st se,Washington,DC,
54043,0555 massachusetts av,Washington,DC,
42436,0555 massachusetts av,Washington,DC,
241990,pomeroy rd se,Washington,DC,
83251,1308 north carolina ave ne,Washington,DC,
102569,4200 massachusetts ave nw  unit: 805,Washington,DC,
80478,830 12th st ne,Washington,DC,
189985,315 evarts st ne p-4,Washington,DC,
22969,h st nw,Washington,DC,
31494,0400 8th st nw,Washington,DC,
22533,910 m st nw  unit: 1030,Washington,DC,
156347,3307 18th st nw,Washington,DC,
113968,nw,Washington,DC,
55930,0555 massachusetts av,Washington,DC,
111966,2800 wisconsin av nw unit: p16,Washington,DC,
215353,45th st ne,Washington,DC,
81785,129 12th st ne,Washington,DC,
52278,0555 massachusetts av,Washington,DC,
33401,0400 8th st nw,Washington,DC,
44292,0555 massachusetts av,Washington,DC,
115415,2939 van ness st nw unit: 23,Washington,DC,
241571,se,Washington,DC,
213353,hayes st ne,Washington,DC,
75630,519 6th st se,Washington,DC,
119873,3701 connecticut ave nw  unit: 403,Washington,DC,
176825,911 kennedy st nw  unit: 5,Washington,DC,
113825,3425 patterson st nw,Washington,DC,
245452,raleigh st se,Washington,DC,
196233,4727 10th st ne,Washington,DC,
104251,4322 fessenden st nw,Washington,DC,
200155,1254 florida ave ne,Washington,DC,
89839,nw,Washington,DC,
123624,3883 connecticut av,Washington,DC,
221176,capitol ave ne,Washington,DC,
183402,0566 brummel ct nw unit: 566,Washington,DC,
155684,1756 kenyon st nw,Washington,DC,
199760,ne,Washington,DC,
199457,1249 owen pl ne,Washington,DC,
101881,5011 46th st nw,Washington,DC,
23648,h st nw,Washington,DC,
219336,5055 meade st ne,Washington,DC,
1301,922 24th st nw  unit: 409,Washington,DC,
122015,3883 connecticut av,Washington,DC,
70549,1025 1st st se  unit: 1010,Washington,DC,
58586,425 m st nw  unit: j,Washington,DC,
83102,243 warren st ne,Washington,DC,
67499,55 m st nw  unit: 104,Washington,DC,
178923,447 irving st nw,Washington,DC,
135217,3883 connecticut av,Washington,DC,
151195,2311 connecticut ave nw  unit: b3,Washington,DC,
207375,bladensburg rd ne,Washington,DC,
59044,440 l st nw  unit: 1103,Washington,DC,
48128,0555 massachusetts av,Washington,DC,
185599,5014 4th st nw,Washington,DC,
165123,nw,Washington,DC,
66125,h st nw,Washington,DC,
190498,209 ascot pl ne,Washington,DC,
121254,3883 connecticut av,Washington,DC,
15566,1300 13th st nw p26,Washington,DC,
241077,1133 stevens rd se,Washington,DC,
221698,56th pl ne,Washington,DC,
105721,4301 massachusetts ave nw  unit: a103,Washington,DC,
86530,1507 constitution ave ne,Washington,DC,
246787,0717 brandywine st,Washington,DC,
60025,475 k st nw  unit: 909,Washington,DC,
121456,3883 connecticut av,Washington,DC,
223273,clay st ne,Washington,DC,
30015,0400 8th st nw,Washington,DC,
138881,3883 connecticut av,Washington,DC,
104963,4200 cathedral ave nw  unit: 1012a,Washington,DC,
221049,dix st ne,Washington,DC,
96080,2032 tunlaw rd nw,Washington,DC,
130185,3883 connecticut av,Washington,DC,
195534,0900 michigan av ne,Washington,DC,
211158,191 35th st ne,Washington,DC,
20276,1909 11th st nw,Washington,DC,
106970,4224 40th st nw,Washington,DC,
212192,4215 dix st ne,Washington,DC,
155030,1842 irving st nw,Washington,DC,
161759,4612 14th st nw,Washington,DC,
174059,georgia ave nw,Washington,DC,
91381,2715 m st nw unit: p45,Washington,DC,
52235,0555 massachusetts av,Washington,DC,
205391,3269 theodore r hagans dr ne,Washington,DC,
185792,5502 4th st nw,Washington,DC,
161396,nw,Washington,DC,
22506,910 m st nw  unit: 905,Washington,DC,
137544,3883 connecticut av,Washington,DC,
220518,dix st ne,Washington,DC,
116649,nw,Washington,DC,
180421,51 randolph pl nw  unit: 404,Washington,DC,
167416,1219 harvard st nw,Washington,DC,
115997,3056 porter st nw,Washington,DC,
82066,327 13th st se,Washington,DC,
35646,0400 8th st nw,Washington,DC,
29889,0400 8th st nw,Washington,DC,
207814,1614 lang pl ne,Washington,DC,
131300,3883 connecticut av,Washington,DC,
251326,h st nw,Washington,DC,
95911,3827 davis pl nw unit: p34,Washington,DC,
202184,1737 buchanan st ne,Washington,DC,
144236,3883 connecticut av,Washington,DC,
139921,3883 connecticut av,Washington,DC,
62503,3rd st sw,Washington,DC,
187059,nw,Washington,DC,
183253,nw,Washington,DC,
174533,nw,Washington,DC,
204874,ne,Washington,DC,
59025,440 l st nw  unit: 912,Washington,DC,
75835,1100 7th st ne  unit: 1,Washington,DC,
245373,3347 brothers pl se,Washington,DC,
25027,925 h st nw 713,Washington,DC,
249533,14th st se,Washington,DC,
175368,6639 13th st nw,Washington,DC,
218901,ne,Washington,DC,
141774,3883 connecticut av,Washington,DC,
158210,1451 belmont st nw p-88,Washington,DC,
181186,2113 1st st nw,Washington,DC,
146669,3883 connecticut av,Washington,DC,
124627,3883 connecticut av,Washington,DC,
198756,1219 simms pl ne,Washington,DC,
1749,811 25th st nw,Washington,DC,
216950,meade st ne,Washington,DC,
38843,0555 massachusetts av,Washington,DC,
124679,3883 connecticut av,Washington,DC,
104765,wisconsin av nw,Washington,DC,
102727,3211 sutton pl nw  unit: a,Washington,DC,
34037,0400 8th st nw,Washington,DC,
79985,309 10th st ne,Washington,DC,
111961,2800 wisconsin av nw unit: g9,Washington,DC,
131614,3883 connecticut av,Washington,DC,
51837,0555 massachusetts av,Washington,DC,
173631,georgia ave nw,Washington,DC,
236908,2801 jasper st se,Washington,DC,
146898,3883 connecticut av,Washington,DC,
129948,3883 connecticut av,Washington,DC,
41444,0555 massachusetts av,Washington,DC,
80156,1018 east capitol st ne  unit: 4,Washington,DC,
62491,3rd st sw,Washington,DC,
52651,0555 massachusetts av,Washington,DC,
204934,ne,Washington,DC,
143157,3883 connecticut av,Washington,DC,
31915,0400 8th st nw,Washington,DC,
99596,5110 rockwood pkwy nw,Washington,DC,
114367,6208 32nd st nw,Washington,DC,
183281,nw,Washington,DC,
170939,georgia ave nw,Washington,DC,
174882,1227 madison st nw,Washington,DC,
247532,80 galveston pl sw,Washington,DC,
150829,2029 connecticut ave nw  unit: 35,Washington,DC,
73857,336 south carolina ave se,Washington,DC,
165285,nw,Washington,DC,
216059,49th st ne,Washington,DC,
243590,914 - 916 barnaby st se p-25,Washington,DC,
69187,h st nw,Washington,DC,
32503,0400 8th st nw,Washington,DC,
237883,alabama ave se,Washington,DC,
46414,0555 massachusetts av,Washington,DC,
112442,nw,Washington,DC,
33006,0400 8th st nw,Washington,DC,
147420,3883 connecticut av,Washington,DC,
99204,chain bridge rd nw,Washington,DC,
116705,3000 connecticut av nw,Washington,DC,
67594,66 new york ave nw  unit: 401,Washington,DC,
137166,3883 connecticut av,Washington,DC,
142167,3883 connecticut av,Washington,DC,
77338,1101  7th st se 68,Washington,DC,
68871,h st nw,Washington,DC,
194277,837 oglethorpe st ne,Washington,DC,
46209,0555 massachusetts av,Washington,DC,
8299,1545 18th st nw  unit: 117,Washington,DC,
205719,3199 apple rd ne unit: 9,Washington,DC,
166351,1340 oak st nw,Washington,DC,
94148,1632 30th st nw  unit: 5,Washington,DC,
89281,205 20th st ne,Washington,DC,
186180,6722 3rd st nw  unit: 103,Washington,DC,
212567,dix st ne,Washington,DC,
131718,3883 connecticut av,Washington,DC,
10662,1822 15th st nw  unit: 104,Washington,DC,
184560,621 farragut st nw,Washington,DC,
247905,nw,Washington,DC,
190715,304 v st ne,Washington,DC,
188893,0031 - 0055 hawthorne ct ne unit: 31,Washington,DC,
7788,1615 new hampshire av,Washington,DC,
230041,3608 carpenter st se,Washington,DC,
76069,607 6th st ne,Washington,DC,
168916,0719 - 0725 florida av nw,Washington,DC,
75937,0628 i st ne,Washington,DC,
23995,h st nw,Washington,DC,
154834,2805 ontario rd nw,Washington,DC,
185739,419 jefferson st nw,Washington,DC,
249852,h st nw,Washington,DC,
126449,3883 connecticut av,Washington,DC,
118784,2605 connecticut ave nw,Washington,DC,
181039,2035 2nd st nw  unit: g304,Washington,DC,
121129,3883 connecticut av,Washington,DC,
187776,nw,Washington,DC,
8484,1748 q st nw  unit: 3,Washington,DC,
55291,0555 massachusetts av,Washington,DC,
45553,0555 massachusetts av,Washington,DC,
132379,3883 connecticut av,Washington,DC,
64467,h st nw,Washington,DC,
190934,ne,Washington,DC,
87424,0732  15th st se 4,Washington,DC,
57509,809 6th st nw  unit: 45,Washington,DC,
13220,1450 church st nw  unit: 401,Washington,DC,
3025,1111 23rd st nw  unit: 4g,Washington,DC,
212931,foote st ne,Washington,DC,
18677,1211 13th st nw  unit: 503,Washington,DC,
213923,4432 douglas st ne,Washington,DC,
103064,4201 cathedral ave nw  unit: 408w,Washington,DC,
11285,1 scott cir nw  unit: 311,Washington,DC,
237681,se,Washington,DC,
247600,160 elmira st sw,Washington,DC,
192744,216 webster st ne,Washington,DC,
198821,1111 mount olivet rd ne,Washington,DC,
57166,0555 massachusetts av,Washington,DC,
63483,1150  4th st sw 917,Washington,DC,
183016,6412 7th st nw,Washington,DC,
136185,3883 connecticut av,Washington,DC,
197206,1308 bryant st ne p-3,Washington,DC,
184134,614 nicholson st nw,Washington,DC,
131793,3883 connecticut av,Washington,DC,
61430,0721 delaware av sw unit: 220,Washington,DC,
86308,se,Washington,DC,
158006,1421 florida ave nw  unit: 1,Washington,DC,
26236,h st nw,Washington,DC,
187643,6415 2nd pl nw,Washington,DC,
18113,1219 o st nw,Washington,DC,
154992,1768 hobart st nw,Washington,DC,
120456,3883 connecticut av,Washington,DC,
46565,0555 massachusetts av,Washington,DC,
106348,4108 jenifer st nw,Washington,DC,
118930,2643-2647 connecticut av,Washington,DC,
204113,channing st ne,Washington,DC,
139497,3883 connecticut av,Washington,DC,
246118,0847 hr dr se,Washington,DC,
48385,0555 massachusetts av,Washington,DC,
84880,221 14th st ne,Washington,DC,
154207,2440 16th st nw  unit: 206,Washington,DC,
35423,0400 8th st nw,Washington,DC,
104235,4336 ellicott st nw,Washington,DC,
97571,4402 reservoir rd nw,Washington,DC,
55928,0555 massachusetts av,Washington,DC,
149060,6026 utah ave nw,Washington,DC,
108961,3611 38th st nw unit: 226,Washington,DC,
97950,4617 q st nw,Washington,DC,
179348,w st nw,Washington,DC,
181503,2319 1st st nw,Washington,DC,
187050,nw,Washington,DC,
242338,1870 alabama ave se,Washington,DC,
236630,33rd st se,Washington,DC,
65578,h st nw,Washington,DC,
116333,macomb st nw,Washington,DC,
138199,3883 connecticut av,Washington,DC,
217162,48th pl ne,Washington,DC,
75378,315 5th st ne,Washington,DC,
235880,3808 w st se  unit: 201,Washington,DC,
170765,0703  newton pl nw 1,Washington,DC,
104796,davenport st nw,Washington,DC,
231054,2412 minnesota av se unit: 2412,Washington,DC,
70126,new york av ne,Washington,DC,
24430,h st nw,Washington,DC,
72215,3rd st ne,Washington,DC,
172971,georgia ave nw,Washington,DC,
17269,temperance ct nw,Washington,DC,
190248,ne,Washington,DC,
187912,6611 1st st nw,Washington,DC,
59842,475 k st nw  unit: 304,Washington,DC,
188120,6019 2nd st nw,Washington,DC,
91767,3245 n st nw,Washington,DC,
163426,1425 locust rd nw,Washington,DC,
6712,1749 swann st nw,Washington,DC,
230812,1312 27th st se,Washington,DC,
178603,646 keefer pl nw,Washington,DC,
144869,3883 connecticut av,Washington,DC,
29186,0400 8th st nw,Washington,DC,
46112,0555 massachusetts av,Washington,DC,
232195,1430 ridge pl se,Washington,DC,
9411,1642 florida ave nw,Washington,DC,
176274,nw,Washington,DC,
195344,4402 6th pl ne,Washington,DC,
1535,950 24th st nw  unit: 204,Washington,DC,
11785,1450 t st nw,Washington,DC,
65314,64 k st nw,Washington,DC,
179511,237 elm st nw,Washington,DC,
193679,51 sheridan st ne,Washington,DC,
85297,1412 a st se  unit: 1,Washington,DC,
17145,2020 12th st nw  unit: 217,Washington,DC,
182468,nw,Washington,DC,
3449,1332 21st st nw  unit: 101,Washington,DC,
230255,se,Washington,DC,
54962,0555 massachusetts av,Washington,DC,
242573,1510  tanner ct se,Washington,DC,
248892,2948 mills ave ne,Washington,DC,
17064,r 12th st nw,Washington,DC,
61475,350 g st sw  unit: n215,Washington,DC,
192802,36 hawaii ave ne,Washington,DC,
58603,1234 4th st nw  unit: 2,Washington,DC,
246946,4037  south capitol st sw,Washington,DC,
203460,2200 upshur st ne,Washington,DC,
64980,1320 north capitol st nw,Washington,DC,
130354,3883 connecticut av,Washington,DC,
212545,dix st ne,Washington,DC,
227118,1201 42nd st se unit: 42,Washington,DC,
79619,748 9th st se,Washington,DC,
204365,2504 irving st ne,Washington,DC,
250158,h st nw,Washington,DC,
51693,0555 massachusetts av,Washington,DC,
227687,4325 h st se,Washington,DC,
180210,1717 1st st nw,Washington,DC,
136748,3883 connecticut av,Washington,DC,
233226,se,Washington,DC,
21170,10th st nw,Washington,DC,
22538,910 m st nw  unit: 1105,Washington,DC,
180155,22 r st nw,Washington,DC,
207436,bladensburg rd ne,Washington,DC,
177775,809 varnum st nw,Washington,DC,
215864,nannie helen burroughs ave ne,Washington,DC,
210985,anacostia ave ne,Washington,DC,
74728,0202 4th st se,Washington,DC,
142100,3883 connecticut av,Washington,DC,
105626,4000 tunlaw rd nw unit: 127,Washington,DC,
167197,1390 kenyon st nw  unit: 717,Washington,DC,
230324,se,Washington,DC,
8550,1785 massachusetts ave nw,Washington,DC,
192919,5027 north capitol st ne,Washington,DC,
347,1010 25th st nw  unit: 703,Washington,DC,
228164,318 burbank st se,Washington,DC,
142160,3883 connecticut av,Washington,DC,
185003,4019 new hampshire av nw,Washington,DC,
55351,0555 massachusetts av,Washington,DC,
47095,0555 massachusetts av,Washington,DC,
86762,se,Washington,DC,
85047,1455 a st ne  unit: b,Washington,DC,
35280,0400 8th st nw,Washington,DC,
92982,2500 q st nw  unit: 230,Washington,DC,
211475,dix st ne,Washington,DC,
137205,3883 connecticut av,Washington,DC,
99328,5208 macarthur blvd nw,Washington,DC,
8568,1718 p st nw  unit: l8,Washington,DC,
125805,3883 connecticut av,Washington,DC,
227876,4360 f st se,Washington,DC,
188103,6118 blair rd nw,Washington,DC,
243077,1811 valley ter se,Washington,DC,
129774,3883 connecticut av,Washington,DC,
683,0955 26th st nw unit: p69,Washington,DC,
74336,408 k st ne,Washington,DC,
173194,georgia ave nw,Washington,DC,
232500,1816 t st se,Washington,DC,
181987,4709 8th st nw,Washington,DC,
28952,0400 8th st nw,Washington,DC,
141094,3883 connecticut av,Washington,DC,
24391,h st nw,Washington,DC,
251600,h st nw,Washington,DC,
62395,3rd st sw,Washington,DC,
201377,1504 adams st ne,Washington,DC,
52743,0555 massachusetts av,Washington,DC,
